,Diputado,Anio,Doc,Folio,Fecha,Asesor,Detalle,Monto
667,Raúl Soto Mardones,2018,,,,PAULINA GÓMEZ BARBOZA,"Análisis de la cuestión de Legalidad de la Norma de Caracter General N°162 y N°398, emitida en forma conjunta por la Superintendencia de Pensiones y la Superintendencia de Valores y Seguros, que establecen las nuevas Tablas de Mortalidad CB-H-2014, MI-H-2014, RV-M-2014, B-M-2014 Y MI-M-2014, para su uso, por un período de 6 años, en el cálculo de las pensiones por retiro programado, de los aportes adicionales para pensiones de invalidez y sobrevivencia, y de las reservas técnicas que deben constituir las compañias de seguros que ofrecen rentas vitalicias",700000
668,Raúl Soto Mardones,2018,,5665,11 mar 2018,PAULINA GÓMEZ BARBOZA,"Proy de acuerdo para solicitar a la S.E. Presidenta de la República el envío de un PL cuyo objetivo sea que el ""Capital Necesario Unitario-CNU"" se calcule conforme a los parámetros contemplados en la legislación existente en la materia hasta el año 2008",1000000
669,Raúl Soto Mardones,2018,,,,PAULINA GÓMEZ BARBOZA,PROY DE ACUERDO PARA SOLICITAR A S.E. PDTE REP. MANTENGA LA UNIDAD DEL COMISIONADO DE LA INFANCIA DENTRO DEL SERVICIO NACIONAL DE MENORES. OFICIO DE FISCALIZACION SOBRE LA MISMA MATERIA,1000000
670,Raúl Soto Mardones,2018,,5779,01 apr 2018,PAULINA GÓMEZ BARBOZA,PROYECTO DE ACUERDO PARA POSIBILITAR USOS ALTERNATIVOS EN LOS AHORROS PREVISIONALES OBLIGATORIOS,1000000
671,Raúl Soto Mardones,2018,,,,PAULINA GÓMEZ BARBOZA,INDICACIONES AL PROYECTO DE LEY BOLETÍN N° 9.119-18. REFORMA INTEGRAL AL SISTEMA DE ADOPCIÓN EN CHILE.,1000000
672,Guillermo Teillier Del Valle,2018,,,,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),Seguridad Ciudadana: como abordar la problemática en las comunas que conforman el distrito 13.,700000
673,Guillermo Teillier Del Valle,2018,,5690,11 mar 2018,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),INFORME DE ANÁLISIS DE LA NUEVA LEY DE MIGRACIONES.,1000000
674,Guillermo Teillier Del Valle,2018,,,,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),"""MIGRANTES Y LEGISLACIÓN PARTICIPATIVA""",1000000
675,Guillermo Teillier Del Valle,2018,,5788,27 apr 2018,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),INFORME Y ANÁLISIS SOBRE LA LEY N°17.798 DE CONTROL DE ARMAS.,1000000
676,Guillermo Teillier Del Valle,2018,,,,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),ANÁLISIS Y PROPUESTAS DE MODIFICACIÓN PARA LA LEY GENERAL DE URBANISMO Y CONSTRUCCIÓN.,1000000
677,Guillermo Teillier Del Valle,2018,,5888,30 may 2018,INSTITUTO DE CIENCIAS ALEJANDRO LIPSCHUTZ (ICAL),"ANÁLISIS Y PROPUESTAS LEGISLATIVAS PARA LAS COMISIONES DE DEFENSA Y VIVIENDA, DESARROLLO URBANO Y BIENES NACIONALES.",900000
678,Jaime Tohá González,2018,,,,JOSE IGNACIO LEYTON VASQUEZ,INFORME PARA LA CREACIÓN DE LA COMISIÓN DE POLÍTICA FORESTAL EN LA CÁMARA DE DIPUTADOS.,950000
679,Jaime Tohá González,2018,,5906,29 may 2018,PAMELA DENISSE POO CIFUENTES,"Seguimiento Legislativo Comisión de Pesca y otras, en Cámara y Senado Elaboración de Minutas Temáticas Acompañamiento en comisiones donde asiste el Diputado.",500000
680,Jaime Tohá González,2018,,,,JUAN FERNANDEZ URCELAY,"Seguimiento legislativo comisiones Pesca, Defensa, Ciencia y Tecnología. Elaboración Minutos e Informes Acompañamiento en Comisiones.",500000
681,Jaime Tohá González,2018,,5966,04 jun 2018,CRISTIÁN CONTADOR SALAZAR,"Elaboración de Proyectos de Ley, de Resolución, de Acuerdo, Oficios de Fiscalización y Asistencia en Labores Parlamentarias de Comisiones",1000000
682,Jaime Tohá González,2018,,,,CRISTIÁN CONTADOR SALAZAR,"ELABORACIÓN DE PROYECTOS DE LEY, DE RESOLUCIÓN, DE ACUERDO, OFICIOS DE FISCALIZACIÓN Y ASISTENCIA EN LABORES PARLAMENTARIAS EN COMISIONES.",1000000
683,Sebastián Torrealba Alvarado,2020,,,,INSTITUTO LIBERTAD,"ELABORACIÓN DE PROYECTOS DE LEY, RESOLUCIÓN, ACUERDO, MINUTAS, ASESORAMIENTO COMISIONES QUE INTEGRA EL DIPUTADO.",672268
684,Sebastián Torrealba Alvarado,2020,,6419,01 aug 2020,INSTITUTO LIBERTAD,"ELABORACIÓN DE PROYECTOS DE LEY, RESOLUCION, ACUERDO, MINUTAS, ASESORAMIENTO DE COMISIONES QUE INTEGRA EL PARLAMENTARIO",1008402
685,Sebastián Torrealba Alvarado,2018,,,,PAMELA ANDREA OLAVARRÍA PONTICAS,INFORME SOBRE LA SITUACIÓN DELINCUENCIA EN LA LEGUA.PROPUESTA DE ACCIONES POLÍTICAS A SEGUIRPROPUESTA DE AGENDA DE TRABAJO.,700000
686,Sebastián Torrealba Alvarado,2018,,5703,29 mar 2018,PAMELA ANDREA OLAVARRÍA PONTICAS,PROPUESTA PARA COMISIÓN DE INFANCIA.MINUTA PARA PRESENTACIÓN A COMISIÓN DE ÉTICA DE LA CÁMARA DE DIPUTADOS,1000000
687,Sebastián Torrealba Alvarado,2018,,,,PAMELA ANDREA OLAVARRÍA PONTICAS,MINUTA: PROPUESTA PARA GARANTIZAR ACCESO LIBRE A LAS MONTAÑAS.MINUTA: AMPLIACIÓN DE COMPARECENCIA A COMISIONES INVESTIGADORAS.,400000
688,Sebastián Torrealba Alvarado,2018,,5746,17 apr 2018,PAMELA ANDREA OLAVARRÍA PONTICAS,"INFORME SOBRE AGENDA DE INCIVILIDADES, QUE INCLUYE PROPUESTA DE PROYECTOS DE LEY.INFORME SOBRE DENUNCIA DE ABUSOS EN CASO ITAÚ Y POSIBLES ACCIONES.",700000
689,Sebastián Torrealba Alvarado,2018,,,,INSTITUTO LIBERTAD,"INFORME SOBRE ACTIVIDAD MACROECONÓMICA NACIONAL (DESEMPLEO, IPC E IMACEC",900000
690,Víctor Torres Jeldes,2018,,,,IVAN ANDRES BALIC NORAMBUENA,"Primer Informe: Estudio de impacto social, económico y cultural del Proyecto de Ley para la Creación del Ministerio de Ciencia, Tecnología e Innovación. Segundo Informe: Catastro de Implementación de hospitales y consultorios durante el año 2017.",850000
691,Víctor Torres Jeldes,2018,,,,IVAN ANDRES BALIC NORAMBUENA,"ANÁLISIS DE LA SITUACIÓN DE LAS MUJERES DEDICADAS A LA INVESTIGACIÓN EN CHILE.REVISIÓN DE PROYECTO DE LEY QUE CREA EL MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN EN COMISIÓN MIXTA.",1000000
692,Renzo Trisotti Martínez,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
693,Renzo Trisotti Martínez,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
694,Renzo Trisotti Martínez,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
695,Renzo Trisotti Martínez,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
696,Renzo Trisotti Martínez,2019,,6197,02 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
697,Renzo Trisotti Martínez,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE MEDIDAS LEGISLATIVAS A TOMAR EN MATERIA DE MIGRACIONES.,700000
698,Renzo Trisotti Martínez,2018,,5649,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
699,Renzo Trisotti Martínez,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.,1000000
700,Renzo Trisotti Martínez,2018,,5792,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
701,Virginia Troncoso Hellman,2021,,,,MAURICIO FERNANDO DROGUETT SILVA,"Asesoría en proyectos de ley, apoyo en comisiones.",1710000
702,Virginia Troncoso Hellman,2021,,,,MAURICIO FERNANDO DROGUETT SILVA,ASESORÍA EN PROYECTOS DE LEY Y APOYO EN COMISIONES,5130000
703,Virginia Troncoso Hellman,2020,,,,MAURICIO FERNANDO DROGUETT SILVA,Asesoría en Proyectos de ley,1650000
704,Virginia Troncoso Hellman,2020,,,,MAURICIO FERNANDO DROGUETT SILVA,Asesoría en proyectos de ley,3300000
705,Virginia Troncoso Hellman,2020,,,,MAURICIO FERNANDO DROGUETT SILVA,"Asesoría en proyectos de ley, apoyo en comisiones",1650000
706,Virginia Troncoso Hellman,2019,,,,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesoría legislativa en proyectos de ley y apoyo jurídico en comisiones,1650000
707,Virginia Troncoso Hellman,2019,,,,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesoría legislativa en proyectos de ley y apoyo jurídico en comisiones,4950000
708,Virginia Troncoso Hellman,2019,,,,MAURICIO FERNANDO DROGUETT SILVA,Asesoría legislativa en proyecto de ley y apoyo en comisiones,1100000
709,Virginia Troncoso Hellman,2019,,6173,01 jan 2019,MAURICIO FERNANDO DROGUETT SILVA,Asesoría legislativa en proyecto de ley y apoyo en comisiones,1100000
710,Virginia Troncoso Hellman,2019,,,,MAURICIO FERNANDO DROGUETT SILVA,Asesoría Legislativa en proyecto de Ley y apoyo en Comisiones,1100000
711,Virginia Troncoso Hellman,2018,,,,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesorías Legislativa en proyectos de ley y apoyo jurídico en Comisión de Familia y Adulto Mayor,550000
712,Virginia Troncoso Hellman,2018,,5772,01 apr 2018,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesoría legislativa en proyectos de ley y apoyo jurídico en comisión familia y adulto mayor,550000
713,Virginia Troncoso Hellman,2018,,,,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesorías legislativas en proyectos de ley y apoyo jurídico en comisión de familia y adulto mayor,550000
714,Virginia Troncoso Hellman,2018,,5842,01 may 2018,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesorías legislativas en proyectos de ley y apoyo jurídico en comisión de familia y adulto mayor,550000
715,Virginia Troncoso Hellman,2018,,,,SEBASTIAN MIGUEL AGUIRRE CABELLO,Asesorías legislativas en proyectos de ley y apoyo jurídico en comisión de familia y adulto mayor,2750000
716,Virginia Troncoso Hellman,2018,,5945,01 jun 2018,VIRGINIA ALEJANDRA ARAYA MOLLER,ASESORÍAS LEGISLATIVAS EN PROYECTOS DE LEY Y APOYO JURÍDICO EN COMISIONES DE FAMILIA Y ADULTO MAYOR; MUJER Y EQUIDAD DE GÉNERO.,800000
717,Virginia Troncoso Hellman,2018,,,,VIRGINIA ALEJANDRA ARAYA MOLLER,"ASESORÍAS LEGISLATIVAS EN PROYECTOS DE LEY Y APOYO JURÍDICO EN COMISIONES DE MUJER Y EQUIDAD DE GÉNERO, DESARROLLO SOCIAL.",800000
718,Ignacio Urrutia Bonilla,2020,,,,FUNDACION JAIME GUZMAN,Informe Políticas Públicas en materia Agricultura,200000
719,Ignacio Urrutia Bonilla,2020,,,,FUNDACION JAIME GUZMAN,INFORME MENSUAL DE POLÍTICAS PUBLICAS EN MATERIA DE AGRICULTURA,1000000
720,Ignacio Urrutia Bonilla,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LA COMISIÓN DE AGRICULTURA.,700000
721,Ignacio Urrutia Bonilla,2018,,5650,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",1000000
722,Ignacio Urrutia Bonilla,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
723,Ignacio Urrutia Bonilla,2018,,,,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
724,Osvaldo Urrutia Soto,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
725,Osvaldo Urrutia Soto,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
726,Osvaldo Urrutia Soto,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
727,Osvaldo Urrutia Soto,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
728,Osvaldo Urrutia Soto,2019,,6195,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
729,Osvaldo Urrutia Soto,2018,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
730,Osvaldo Urrutia Soto,2018,,5799,19 apr 2018,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
731,Osvaldo Urrutia Soto,2018,,,,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
732,Cristóbal Urruticoechea Ríos,2018,,,,FELIPE IGNACIO CABRERA VARGAS,ELABORACIÓN DE DISCURSOS E INTERVENCIONES; PROYECTOS DE LEY; MINUTAS; INCIDENTES.ACOMPAÑAMIENTO A REUNIONES DE TRABAJO.,1100000
733,Cristóbal Urruticoechea Ríos,2018,,5726,12 apr 2018,FELIPE IGNACIO CABRERA VARGAS,ELABORACIÓN DE DISCURSOS E INTERVENCIONES.ELABORACIÓN DE PROYECTOS DE LEY.ELABORACIÓN DE MINUTAS E INCIDENTES.ACOMPAÑAMIENTO A REUNIONES DE TRABAJO.,900000
734,Cristóbal Urruticoechea Ríos,2018,,,,FELIPE IGNACIO CABRERA VARGAS,PROYECTOS DE LEY.MINUTAS.INCIDENTES.ACOMPAÑAMIENTO A REUNIONES DE TRABAJO.,1000000
735,Enrique Van Rysselberghe Herrera,2021,,,,FUNDACION JAIME GUZMAN,"ASISTENCIA PRESENCIAL O TELEMÁTICA DE PROFESIONALES DEL ÁREA LEGISLATIVA DE LA FUNDACIÓN A LAS SESIONES DE LAS COMISIONES LEGISLATIVAS PERMANENTES EN QUE PARTICIPEN LOS DIPUTADOS CONTRATANTES, CON EL OBJETO DE ASESORARLOS Y APORTARLES INFORMACIÓN TÉCNICA RELEVANTE, PREPARAR MINUTAS DE ANÁLISIS Y COLABORAR EN LA REDACCIÓN DE INDICACIONES SOBRE LOS PROYECTOS DE LEY DEBATIDOS EN ESAS COMISIONES. ASÍ TAMBIÉN SE PRESTARÁ ASESORÍA TÉCNICA JURÍDICA EN LAS COMISIONES INVESTIGADORAS Y EN LOS REQUERIMIENTOS AL TRIBUNAL CONSTITUCIONAL EN QUE PARTICIPEN O QUE PRESENTEN LOS DIPUTADOS CONTRATANTES. ASIMISMO, SE REALIZARÁN MINUTAS DE CONTINGENCIA PARA EL RESPALDO TÉCNICO DE REPORTAJES EN LA PRENSA NACIONAL. ADICIONALMENTE, SE DISTRIBUIRÁ COPIA DE LOS INFORMES DENOMINADOS “RESUMEN A LA SALA”, QUE DESCRIBEN Y ANALIZAN SUCINTAMENTE LOS PRINCIPALES PROYECTOS DE LEY QUE SEAN PUESTOS EN TABLA PARA SU VOTACIÓN EN LA SALA DE LA CÁMARA, A TODOS LOS DIPUTADOS CONTRATANTES.",6000000
736,Enrique Van Rysselberghe Herrera,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
737,Enrique Van Rysselberghe Herrera,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
738,Enrique Van Rysselberghe Herrera,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
739,Enrique Van Rysselberghe Herrera,2019,,6206,09 jan 2019,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
740,Enrique Van Rysselberghe Herrera,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROYECTO DE LEY QUE CREA EL MINISTERIO DE CIENCIA Y TECNOLOGÍA.,700000
741,Enrique Van Rysselberghe Herrera,2018,,5651,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
742,Enrique Van Rysselberghe Herrera,2018,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,1000000
743,Enrique Van Rysselberghe Herrera,2018,,5800,19 apr 2018,FUNDACION JAIME GUZMAN,INFORMES RESUMEN A LA SALA,3000000
744,Esteban Velásquez Núñez,2018,,,,DIEGO ALEXIS ANCALAO GAVILÁN,"ASESORÍA LEGISLATIVA EN MATERIA INDÍGENA, ANÁLISIS DE PROYECTOS DE LEY VINCULADOS A LOS DERECHOS INDÍGENAS Y ESTUDIO PARA LA ELABORACIÓN DE AGENDA LEGISLATIVA EN MATERIA INDÍGENA",1200000
745,Esteban Velásquez Núñez,2018,,,,DIEGO ALEXIS ANCALAO GAVILÁN,"ASESORÍA ESPECIALIZADA EN MATERIA LEGISLATIVA INDÍGENA, ELABORACIÓN DE PROYECTOS DE LEY Y ESTUDIOS REFERENTES A DICHOS PROYECTOS.ADEMÁS DE MINUTAS PARA INTERVENCIONES EN LAS SESIONES DE SALA",1600000
746,Pedro Velásquez Seguel,2019,,,,JUAN BRIONES BELMAR,MISCELANEOS,3300000
747,Daniel Verdessi Belemmi,2018,,,,MONSERRAT ALEJANDRA MUNDACA MANTEROLA,"EVACUACIÓN DE INFORME SOBRE LA INCIDENCIA DEL PLAN AUGE E EL CACER VESICULAR, MEDIANTE LA COLECISTECTOMÍA TEMPRANA PREVENTIVA EN PERSONAS ENTRE LOS 35 A 43 AÑOS DE EDAD.",700000
748,Daniel Verdessi Belemmi,2018,,5724,29 mar 2018,MONSERRAT ALEJANDRA MUNDACA MANTEROLA,OBJECIÓN DE CONCIENCIA INSTITUCIONAL A PROPÓSITO DE LA LEY N°21.030.-LA CONCIENCIA DE LA PERSONA JURÍDICA Y LA CONSECUENCIA PROPUESTA POR EL PROYECTO DE LEY INTERPRETATIVO DEL CÓDIGO SANITARIO (BOLETÍN N°11653-11) PARA LAS PERSONAS OBJETORAS DE CONCIENCIA INSTITUCIONAL.CUYO PLAZO DE ENTREGA ES EL DÍA 30 DE ABRIL DE 2018.,1000000
749,Daniel Verdessi Belemmi,2018,,,,MONSERRAT ALEJANDRA MUNDACA MANTEROLA,PROPIEDAD Y EFICIENCIA DEL HOSPITAL: UNA REVISIÓN DE ESTUDIOS CON PARTICULAR FOCO EN ALEMANIA.,1000000
750,Pablo Vidal Rojas,2019,,,,EL MAPA CONSULTORES SPA,INFORME EVALUACIÓN AGENDA LEGISLATIVA PRIORITARIA Y AGENDA SECTORIAL MINERÍA Y ENERGÍA Y RREE,404749
751,Pablo Vidal Rojas,2018,,,,MARCELO ANDRÉS PÉREZ QUILAQUEO,"Estado de los proyectos en tramitación de las tres Comisiones: RREE, Minería y Energía, y Bomberos (situación, historia, evaluación técnica y política)",850000
752,Pablo Vidal Rojas,2018,,,,EL MAPA CONSULTORES SPA,"ANÁLISIS, IMPACTOS Y ALCANCES FIRMA ACUERDOS DE ASOCIACIÓN INTEGRAL ECONÓMICOS CON SINGAPUR; Y LAS MODIFICACIONES DE LOS ACUERDO CON CHINA Y ARGENTINA.ANÁLISIS CONTENIDOS PROYECTOS DE LEY SOBRE LITIO.MINUTA CASO DE DESARROLLO DE PAÍS SUPERANDO LA DEPENDENCIA DE MATERIAS PRIMAS.",500000
753,Pablo Vidal Rojas,2018,,,,EL MAPA CONSULTORES SPA,"- ESFUERZOS PREVIOS EN MATERIA DE LA INTEGRACIÓN ECONÓMICA-COMERCIAL, POLÍTICA, DIPLOMÁTICA EN AL- SITUACIÓN ACTUAL DE LA REGIÓN: GRUPO DE LIMA, ALIANZA PACÍFICO Y OTROS- PROPUESTA DE POSTURA EN POLÍTICA INTERNACIONAL",500000
754,Pablo Vidal Rojas,2018,,5667,11 mar 2018,EL MAPA CONSULTORES SPA,"ESTUDIO Y ANÁLISIS ALIANZA DEL PACIFICO: CONFORMACIÓN , ALCANCES, CONTEXTO ACTUAL, RECOMENDACIONES.",500000
755,Gastón Von Mühlenbrock Zamora,2021,,,,FUNDACION JAIME GUZMAN,"Informe mensual en políticas públicas, relativo a los temas discutidos en la comisión de hacienda de la cámara de Diputados, además de aportarles información técnica de relevancia y análisis de iniciativas legislativas que se discuten en la comisión. Como constancia de esta asesoría legislativa, se entregará un informe mensual a la oficina de asesoría externa de la cámara y al Diputado contratante. Complementariamente, durante el mes de febrero se entregarán 2 informes de actualidad constitucional, relativos a organización presupuestaria del Estado, Banco Central y otros temas afines a la discusión constitucional en materia de hacienda y economía.",2400000
756,Gastón Von Mühlenbrock Zamora,2020,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA"" (ENERO)INFORMES Y MINUTAS RELATIVAS A LA AGENDA SOCIAL Y CONSTITUCIONAL ACTUALMENTE EN TRAMITACIÓN EN EL PARLAMENTO. (FEBRERO)",1000000
757,Gastón Von Mühlenbrock Zamora,2020,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA,5000000
758,Gastón Von Mühlenbrock Zamora,2019,,,,FUNDACION JAIME GUZMAN,RESUMEN A LA SALA.BREVE ANÁLISIS Y SUGERENCIA DE VOTACIÓN DE LOS PROYECTOS DE RESOLUCIÓN QUE SE PRESENTAN EN LA SALA DE LA CÁMARA DE DIPUTADOS.ASESORÍA PRESENCIAL EN LAS COMISIONES EN LAS QUE EL SOLICITANTE PARTICIPA.,500000
759,Gastón Von Mühlenbrock Zamora,2019,,6199,02 jan 2019,FUNDACION JAIME GUZMAN,INFORME DE POLÍTICAS PÚBLICAS.MATERIAS PROPIAS DE LAS COMISIONES QUE FORMA PARTE.,500000
760,Gastón Von Mühlenbrock Zamora,2019,,,,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",5000000
761,Gastón Von Mühlenbrock Zamora,2018,,,,FUNDACION JAIME GUZMAN,INFORME SOBRE PROGRAMA DE GOBIERNO Y PROYECTOS DE LEY PENDIENTES EN LA COMISIÓN DE HACIENDA,500000
762,Gastón Von Mühlenbrock Zamora,2018,,5652,16 mar 2018,FUNDACION JAIME GUZMAN,"""RESUMEN A LA SALA""",500000
